frame.number,frame.time,wlan.sa,wlan.ra,frame.len,wlan.fc.retry,wlan.bssid,wlan.seq,wlan_radio.channel,wlan.fc.type,wlan.fc.subtype,wlan.fixed.timestamp,wlan.fixed.beacon,wlan.ssid,wlan.rsn.akms.count,wlan.rsn.akms.type,wlan.fixed.auth.alg,wlan.fixed.auth_seq,wlan.fixed.status_code,wlan.fixed.finite_cyclic_group,wlan.fixed.aid,wlan.fixed.reason_code,eapol.keydes.type,wlan_rsna_eapol.keydes.msgnr
28,"Jul 13, 2023 15:20:22.881428505 GMT",d8:bf:c0:d4:f0:5e,ff:ff:ff:ff:ff:ff,67,0,ff:ff:ff:ff:ff:ff,3283,2,0,4,,,Zain_aiinde,1,,,,,,,,,
29,"Jul 13, 2023 15:20:22.908843795 GMT",,b4:c4:fc:b7:19:48,38,0,,,2,1,8,,,,,,,,,,,,,
30,"Jul 13, 2023 15:20:22.960910224 GMT",,30:4b:07:68:bc:18,28,0,,,2,1,13,,,,,,,,,,,,,
31,"Jul 13, 2023 15:20:23.076702653 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,,,,,,,,,,
32,"Jul 13, 2023 15:20:23.146906480 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,,,,,,,,,,
33,"Jul 13, 2023 15:20:23.147694261 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,,,,,,,,,,
34,"Jul 13, 2023 15:20:23.219946317 GMT",b0:4e:26:27:69:f1,ff:ff:ff:ff:ff:ff,270,0,b0:4e:26:27:69:f1,1920,2,0,8,0x0000009a09c231a3,100,MM_Alaa,1,2,,,,,,,,
35,"Jul 13, 2023 15:20:23.270362267 GMT",80:1f:02:e9:f4:68,ff:ff:ff:ff:ff:ff,65,0,ff:ff:ff:ff:ff:ff,46,2,0,4,,,Zain656756,1,,,,,,,,,
36,"Jul 13, 2023 15:20:23.322986772 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,496,2,0,8,0x0000000000af0180,16,Aya's Galaxy ,1,2,,,,,,,,
37,"Jul 13, 2023 15:20:23.355815043 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,498,2,0,8,0x0000000000af8180,16,Aya's Galaxy ,1,2,,,,,,,,
38,"Jul 13, 2023 15:20:23.552396341 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,510,2,0,8,0x0000000000b28180,16,Aya's Galaxy ,1,2,,,,,,,,
39,"Jul 13, 2023 15:20:23.576226626 GMT",e8:9e:b4:51:a4:2f,d6:7e:a7:8e:35:cb,44,0,d6:7e:a7:8e:35:cb,129,2,2,12,,,,,,,,,,,,,
40,"Jul 13, 2023 15:20:23.582549615 GMT",,d6:7e:a7:8e:35:cb,28,0,,,2,1,13,,,,,,,,,,,,,
41,"Jul 13, 2023 15:20:23.586035310 GMT",,d6:7e:a7:8e:35:cb,28,0,,,2,1,13,,,,,,,,,,,,,
42,"Jul 13, 2023 15:20:23.632951168 GMT",,30:4b:07:68:bc:18,28,0,,,2,1,13,,,,,,,,,,,,,
43,"Jul 13, 2023 15:20:23.635238711 GMT",,30:4b:07:68:bc:18,28,0,,,2,1,12,,,,,,,,,,,,,
44,"Jul 13, 2023 15:20:23.679759524 GMT",,e8:9e:b4:51:a4:2f,28,0,,,2,1,13,,,,,,,,,,,,,
45,"Jul 13, 2023 15:20:23.680386441 GMT",d6:7e:a7:8e:35:cb,e8:9e:b4:51:a4:2f,44,0,d6:7e:a7:8e:35:cb,34,2,0,12,,,,,,,,,,,7,,
46,"Jul 13, 2023 15:20:23.680626295 GMT",,d6:7e:a7:8e:35:cb,28,0,,,2,1,13,,,,,,,,,,,,,
47,"Jul 13, 2023 15:20:23.716178565 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,520,2,0,8,0x0000000000b50180,16,Aya's Galaxy ,1,2,,,,,,,,
48,"Jul 13, 2023 15:20:23.801360772 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,524,2,0,8,0x0000000000b64dec,16,Aya's Galaxy ,1,2,,,,,,,,
49,"Jul 13, 2023 15:20:23.806489277 GMT",,76:be:eb:11:6f:ff,38,0,,,2,1,8,,,,1,,,,,,,,,
50,"Jul 13, 2023 15:20:23.899762740 GMT",e8:9e:b4:51:a4:2f,d6:7e:a7:8e:35:cb,44,0,d6:7e:a7:8e:35:cb,131,2,2,12,,,,1,,,,,,,,,
51,"Jul 13, 2023 15:20:23.900123741 GMT",,e8:9e:b4:51:a4:2f,28,0,,,2,1,13,,,,1,,,,,,,,,
52,"Jul 13, 2023 15:20:23.900915006 GMT",,e8:9e:b4:51:a4:2f,28,0,,,2,1,13,,,,1,,,,,,,,,
53,"Jul 13, 2023 15:20:23.910995673 GMT",,d6:7e:a7:8e:35:cb,28,0,,,2,1,13,,,,1,,,,,,,,,
54,"Jul 13, 2023 15:20:23.923173277 GMT",80:1f:02:e9:f4:68,ff:ff:ff:ff:ff:ff,65,0,ff:ff:ff:ff:ff:ff,66,2,0,4,,,Zain656756,1,,,,,,,,,
55,"Jul 13, 2023 15:20:24.007704660 GMT",,e8:9e:b4:51:a4:2f,28,0,,,2,1,13,,,,1,,,,,,,,,
56,"Jul 13, 2023 15:20:24.018663532 GMT",d6:7e:a7:8e:35:cb,e8:9e:b4:51:a4:2f,44,0,d6:7e:a7:8e:35:cb,35,2,0,12,,,,1,,,,,,,7,,
57,"Jul 13, 2023 15:20:24.020870547 GMT",d6:7e:a7:8e:35:cb,e8:9e:b4:51:a4:2f,44,1,d6:7e:a7:8e:35:cb,35,2,0,12,,,,1,,,,,,,7,,
58,"Jul 13, 2023 15:20:24.021424547 GMT",d6:7e:a7:8e:35:cb,e8:9e:b4:51:a4:2f,44,1,d6:7e:a7:8e:35:cb,35,2,0,12,,,,1,,,,,,,7,,
59,"Jul 13, 2023 15:20:24.031231857 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,537,2,0,8,0x0000000000b9d02a,16,Aya's Galaxy ,1,2,,,,,,,,
60,"Jul 13, 2023 15:20:24.080566162 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,540,2,0,8,0x0000000000ba90b3,16,Aya's Galaxy ,1,2,,,,,,,,
61,"Jul 13, 2023 15:20:24.149818196 GMT",,e0:cc:f8:42:fb:ec,38,0,,,2,1,8,,,,1,,,,,,,,,
62,"Jul 13, 2023 15:20:24.388009802 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,556,2,0,8,0x0000000000bf4180,16,Aya's Galaxy ,1,2,,,,,,,,
63,"Jul 13, 2023 15:20:24.524429151 GMT",,30:4b:07:68:bc:18,28,0,,,2,1,13,,,,1,,,,,,,,,
64,"Jul 13, 2023 15:20:24.536589672 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,564,2,0,8,0x0000000000c18641,16,Aya's Galaxy ,1,2,,,,,,,,
65,"Jul 13, 2023 15:20:24.556517366 GMT",,76:be:eb:11:6f:ff,38,0,,,2,1,8,,,,1,,,,,,,,,
66,"Jul 13, 2023 15:20:24.566467464 GMT",d8:bf:c0:d4:f0:5e,ff:ff:ff:ff:ff:ff,67,0,ff:ff:ff:ff:ff:ff,3296,2,0,4,,,Zain_aiinde,1,,,,,,,,,
67,"Jul 13, 2023 15:20:24.748956218 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,1,,,,,,,,,
68,"Jul 13, 2023 15:20:24.863119114 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,582,2,0,8,0x0000000000c68180,16,Aya's Galaxy ,1,2,,,,,,,,
69,"Jul 13, 2023 15:20:24.896889707 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,584,2,0,8,0x0000000000c70579,16,Aya's Galaxy ,1,2,,,,,,,,
70,"Jul 13, 2023 15:20:24.926610593 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,585,2,0,8,0x0000000000c7796b,16,Aya's Galaxy ,1,2,,,,,,,,
71,"Jul 13, 2023 15:20:24.929639835 GMT",,6c:c7:ec:2b:f0:95,38,0,,,2,1,8,,,,,,,,,,,,,
72,"Jul 13, 2023 15:20:24.932916495 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,,,,,,,,,,
73,"Jul 13, 2023 15:20:25.006934623 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,,,,,,,,,,
74,"Jul 13, 2023 15:20:25.271886418 GMT",,30:4b:07:68:bc:18,28,0,,,2,1,13,,,,,,,,,,,,,
75,"Jul 13, 2023 15:20:25.273808425 GMT",,30:4b:07:68:bc:18,28,0,,,2,1,12,,,,,,,,,,,,,
76,"Jul 13, 2023 15:20:25.336452299 GMT",,76:be:eb:11:6f:ff,38,0,,,2,1,8,,,,,,,,,,,,,
77,"Jul 13, 2023 15:20:25.405294885 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,,,,,,,,,,
78,"Jul 13, 2023 15:20:25.453329170 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,612,2,0,8,0x0000000000cf8303,16,Aya's Galaxy ,1,2,,,,,,,,
79,"Jul 13, 2023 15:20:25.536740772 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,616,2,0,8,0x0000000000d0c8df,16,Aya's Galaxy ,1,2,,,,,,,,
80,"Jul 13, 2023 15:20:25.708324478 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,1,,,,,,,,,
81,"Jul 13, 2023 15:20:25.747927158 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,627,2,0,8,0x0000000000d4020a,16,Aya's Galaxy ,1,2,,,,,,,,
82,"Jul 13, 2023 15:20:25.779825960 GMT",b0:4e:26:27:69:f1,ff:ff:ff:ff:ff:ff,270,0,b0:4e:26:27:69:f1,1945,2,0,8,0x0000009a09e94188,100,MM_Alaa,1,2,,,,,,,,
83,"Jul 13, 2023 15:20:25.932520505 GMT",,30:4b:07:68:bc:18,28,0,,,2,1,12,,,,1,,,,,,,,,
84,"Jul 13, 2023 15:20:26.060260190 GMT",,30:4b:07:68:bc:18,28,0,,,2,1,12,,,,1,,,,,,,,,
85,"Jul 13, 2023 15:20:26.131974865 GMT",,30:4b:07:68:bc:18,28,0,,,2,1,12,,,,1,,,,,,,,,
86,"Jul 13, 2023 15:20:26.157675717 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,649,2,0,8,0x0000000000da427b,16,Aya's Galaxy ,1,2,,,,,,,,
87,"Jul 13, 2023 15:20:26.164479808 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,1,,,,,,,,,
88,"Jul 13, 2023 15:20:26.176996526 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,1,,,,,,,,,
89,"Jul 13, 2023 15:20:26.194126560 GMT",,76:be:eb:11:6f:ff,38,0,,,2,1,8,,,,1,,,,,,,,,
90,"Jul 13, 2023 15:20:26.251783098 GMT",d8:bf:c0:d4:f0:5e,ff:ff:ff:ff:ff:ff,67,0,ff:ff:ff:ff:ff:ff,3309,2,0,4,,,Zain_aiinde,1,,,,,,,,,
91,"Jul 13, 2023 15:20:26.264695378 GMT",,30:4b:07:68:bc:18,28,0,,,2,1,12,,,,,,,,,,,,,
92,"Jul 13, 2023 15:20:26.267121507 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,,,,,,,,,,
93,"Jul 13, 2023 15:20:26.372655675 GMT",,30:4b:07:68:bc:18,28,0,,,2,1,12,,,,,,,,,,,,,
94,"Jul 13, 2023 15:20:26.405515929 GMT",,30:4b:07:68:bc:18,28,0,,,2,1,12,,,,,,,,,,,,,
95,"Jul 13, 2023 15:20:26.420464396 GMT",,30:4b:07:68:bc:18,28,0,,,2,1,12,,,,,,,,,,,,,
96,"Jul 13, 2023 15:20:26.422835207 GMT",,30:4b:07:68:bc:18,28,0,,,2,1,12,,,,,,,,,,,,,
97,"Jul 13, 2023 15:20:26.566985811 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,,,,,,,,,,
98,"Jul 13, 2023 15:20:26.584699644 GMT",,30:4b:07:68:bc:18,28,0,,,2,1,12,,,,,,,,,,,,,
99,"Jul 13, 2023 15:20:26.596772178 GMT",,30:4b:07:68:bc:18,28,0,,,2,1,12,,,,,,,,,,,,,
100,"Jul 13, 2023 15:20:26.709261619 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,,,,,,,,,,
101,"Jul 13, 2023 15:20:26.720025198 GMT",,e0:cc:f8:42:fb:ec,38,0,,,2,1,8,,,,,,,,,,,,,
102,"Jul 13, 2023 15:20:26.748276666 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,,,,,,,,,,
103,"Jul 13, 2023 15:20:26.783445781 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,,,,,,,,,,
104,"Jul 13, 2023 15:20:26.930839136 GMT",,44:15:49:ac:e9:67,38,0,,,2,1,8,,,,,,,,,,,,,
105,"Jul 13, 2023 15:20:26.931760964 GMT",,44:15:49:ac:e9:67,38,0,,,2,1,8,,,,,,,,,,,,,
106,"Jul 13, 2023 15:20:26.963595140 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,,,,,,,,,,
107,"Jul 13, 2023 15:20:26.991500369 GMT",,d6:7e:a7:8e:35:cb,28,0,,,2,1,13,,,,,,,,,,,,,
108,"Jul 13, 2023 15:20:27.026140091 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,699,2,0,8,0x0000000000e782fb,16,Aya's Galaxy ,1,2,,,,,,,,
109,"Jul 13, 2023 15:20:27.027153265 GMT",d6:7e:a7:8e:35:cb,b6:f2:68:c9:ce:c5,118,0,d6:7e:a7:8e:35:cb,37,2,0,5,0x0000000000e78751,16,Aya's Galaxy ,1,2,,,,,,,,
110,"Jul 13, 2023 15:20:27.027543038 GMT",,d6:7e:a7:8e:35:cb,28,0,,,2,1,13,,,,1,,,,,,,,,
111,"Jul 13, 2023 15:20:27.091032260 GMT",b6:f2:68:c9:ce:c5,ff:ff:ff:ff:ff:ff,143,0,ff:ff:ff:ff:ff:ff,111,2,0,4,,,,1,,,,,,,,,
112,"Jul 13, 2023 15:20:27.140463890 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,705,2,0,8,0x0000000000e94180,16,Aya's Galaxy ,1,2,,,,,,,,
113,"Jul 13, 2023 15:20:27.239631796 GMT",,30:4b:07:68:bc:18,28,0,,,2,1,13,,,,,,,,,,,,,
114,"Jul 13, 2023 15:20:27.282084528 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,,,,,,,,,,
115,"Jul 13, 2023 15:20:27.283558604 GMT",,30:4b:07:68:bc:18,38,0,,,2,1,8,,,,,,,,,,,,,
116,"Jul 13, 2023 15:20:27.284825172 GMT",,76:be:eb:11:6f:ff,38,0,,,2,1,8,,,,,,,,,,,,,
117,"Jul 13, 2023 15:20:27.346973831 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,,,,,,,,,,
118,"Jul 13, 2023 15:20:27.358481920 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,,,,,,,,,,
119,"Jul 13, 2023 15:20:27.407123948 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,,,,,,,,,,
120,"Jul 13, 2023 15:20:27.421428299 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,,,,,,,,,,
121,"Jul 13, 2023 15:20:27.469872447 GMT",,30:4b:07:68:bc:18,28,0,,,2,1,12,,,,,,,,,,,,,
122,"Jul 13, 2023 15:20:27.646830801 GMT",,e0:cc:f8:42:fb:ec,28,0,,,2,1,13,,,,,,,,,,,,,
123,"Jul 13, 2023 15:20:27.667373452 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,,,,,,,,,,
124,"Jul 13, 2023 15:20:27.687031002 GMT",,6c:c7:ec:2b:f0:95,38,0,,,2,1,8,,,,,,,,,,,,,
125,"Jul 13, 2023 15:20:27.688020310 GMT",,6c:c7:ec:2b:f0:95,38,0,,,2,1,8,,,,,,,,,,,,,
126,"Jul 13, 2023 15:20:27.730223978 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,737,2,0,8,0x0000000000f24180,16,Aya's Galaxy ,1,2,,,,,,,,
127,"Jul 13, 2023 15:20:27.735903151 GMT",,30:4b:07:68:bc:18,28,0,,,2,1,13,,,,1,,,,,,,,,
128,"Jul 13, 2023 15:20:27.821936281 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,742,2,0,8,0x0000000000f3a766,16,Aya's Galaxy ,1,2,,,,,,,,
129,"Jul 13, 2023 15:20:27.910600249 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,747,2,0,8,0x0000000000f50180,16,Aya's Galaxy ,1,2,,,,,,,,
130,"Jul 13, 2023 15:20:27.936869300 GMT",d8:bf:c0:d4:f0:5e,ff:ff:ff:ff:ff:ff,67,0,ff:ff:ff:ff:ff:ff,3322,2,0,4,,,Zain_aiinde,1,,,,,,,,,
131,"Jul 13, 2023 15:20:28.066564422 GMT",,76:be:eb:11:6f:ff,38,0,,,2,1,8,,,,1,,,,,,,,,
132,"Jul 13, 2023 15:20:28.074468043 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,756,2,0,8,0x0000000000f78180,16,Aya's Galaxy ,1,2,,,,,,,,
133,"Jul 13, 2023 15:20:28.094294592 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,1,,,,,,,,,
134,"Jul 13, 2023 15:20:28.297917922 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,1,,,,,,,,,
135,"Jul 13, 2023 15:20:28.366971519 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,1,,,,,,,,,
136,"Jul 13, 2023 15:20:28.402104481 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,776,2,0,8,0x0000000000fc8180,16,Aya's Galaxy ,1,2,,,,,,,,
137,"Jul 13, 2023 15:20:28.427080930 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,1,,,,,,,,,
138,"Jul 13, 2023 15:20:28.617307791 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,1,,,,,,,,,
139,"Jul 13, 2023 15:20:28.627012984 GMT",,30:4b:07:68:bc:18,28,0,,,2,1,13,,,,1,,,,,,,,,
140,"Jul 13, 2023 15:20:28.629288533 GMT",,76:be:eb:11:6f:ff,38,0,,,2,1,8,,,,1,,,,,,,,,
141,"Jul 13, 2023 15:20:28.664226600 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,792,2,0,8,0x0000000001008180,16,Aya's Galaxy ,1,2,,,,,,,,
142,"Jul 13, 2023 15:20:28.870445234 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,804,2,0,8,0x000000000103a747,16,Aya's Galaxy ,1,2,,,,,,,,
143,"Jul 13, 2023 15:20:29.040963604 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,815,2,0,8,0x0000000001064180,16,Aya's Galaxy ,1,2,,,,,,,,
144,"Jul 13, 2023 15:20:29.237853175 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,827,2,0,8,0x0000000001094259,16,Aya's Galaxy ,1,2,,,,,,,,
145,"Jul 13, 2023 15:20:29.270337622 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,829,2,0,8,0x000000000109c180,16,Aya's Galaxy ,1,2,,,,,,,,
146,"Jul 13, 2023 15:20:29.290889899 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,1,,,,,,,,,
147,"Jul 13, 2023 15:20:29.567194694 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,1,,,,,,,,,
148,"Jul 13, 2023 15:20:29.623979162 GMT",d8:bf:c0:d4:f0:5e,ff:ff:ff:ff:ff:ff,67,0,ff:ff:ff:ff:ff:ff,3335,2,0,4,,,Zain_aiinde,1,,,,,,,,,
149,"Jul 13, 2023 15:20:29.671323489 GMT",,30:4b:07:68:bc:18,28,0,,,2,1,13,,,,1,,,,,,,,,
150,"Jul 13, 2023 15:20:29.726072889 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,347,0,d6:7e:a7:8e:35:cb,2013,2,0,8,0x00000000a019f3d8,100,Aya's Galaxy ,1,1,,,,,,,,
151,"Jul 13, 2023 15:20:29.792224633 GMT",,30:4b:07:68:bc:18,28,0,,,2,1,12,,,,1,,,,,,,,,
152,"Jul 13, 2023 15:20:29.860097140 GMT",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,864,2,0,8,0x000000000112c180,16,Aya's Galaxy ,1,2,,,,,,,,
153,"Jul 13, 2023 15:20:29.894652240 GMT",,76:be:eb:11:6f:ff,38,0,,,2,1,8,,,,1,,,,,,,,,
154,"Jul 13, 2023 15:20:29.944816682 GMT",,76:be:eb:11:6f:ff,28,0,,,2,1,13,,,,1,,,,,,,,,
